"","SurveyID","SurveyDate","Species","RunYear","LiveTotal","DeadTotal","StreamName"
"1041",691845,"12/12/2022","Coho Salmon",2022,22,3,"Sky Slough B"
"1042",691846,"12/12/2022","Chum Salmon",2022,0,57,"Sky Slough A"
"1043",691846,"12/12/2022","Coho Salmon",2022,9,2,"Sky Slough A"
"1044",691847,"12/12/2022","Chum Salmon",2022,0,26,"Sky Slough C"
"1045",691847,"12/12/2022","Coho Salmon",2022,6,3,"Sky Slough C"
"1046",691860,"12/12/2022","Chum Salmon",2022,12,6,"Sky Slough (LB)"
"1047",691860,"12/12/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1048",691902,"12/01/2022","Chum Salmon",2022,452,1152,"Sky Slough (LB)"
"1049",691902,"12/01/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1050",692008,"11/23/2022","Chum Salmon",2022,9,38,"Sky Slough C"
"1051",692009,"11/23/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1052",692247,"12/28/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1053",692256,"12/23/2022","Chum Salmon",2022,NA,NA,"Sky Slough A"
"1054",692257,"12/23/2022","Chum Salmon",2022,NA,NA,"Sky Slough (LB)"
"1055",692264,"12/30/2022","Chum Salmon",2022,3,0,"Sky Slough (LB)"
"1056",692264,"12/30/2022","Coho Salmon",2022,1,NA,"Sky Slough (LB)"
"1057",692268,"12/30/2022","Chum Salmon",2022,0,0,"Sky Slough A"
"1058",692268,"12/30/2022","Coho Salmon",2022,2,0,"Sky Slough A"
"1059",692269,"12/30/2022","Chum Salmon",2022,2,2,"Sky Slough B"
"1060",692270,"12/30/2022","Chum Salmon",2022,2,2,"Sky Slough C"
"1061",692271,"12/30/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1062",692290,"01/06/2023","Coho Salmon",2022,2,3,"Sky Slough A"
"1063",692290,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough A"
"1064",692291,"01/06/2023","Coho Salmon",2022,5,6,"Sky Slough B"
"1065",692291,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough B"
"1066",692292,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough C"
"1067",692293,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough D"
"1068",692656,"01/06/2023","Coho Salmon",2022,1,0,"Sky Slough (LB)"
"1069",692656,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough (LB)"
"1070",692658,"01/12/2023","Chum Salmon",2022,0,95,"Sky Slough (LB)"
"1071",692658,"01/12/2023","Coho Salmon",2022,0,0,"Sky Slough (LB)"
